學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,日間/進修,學制班別,當學年度總量內核定新生招生名額(A),當學年度新生保留入學資格人數(B),當學年度總量內新生招生核定名額之實際註冊人數(C),當學年度各學系境外(新生)學生實際註冊人數 (E),當學年度新生註冊率(%)D=〔(C+E)/(A-B+E)〕＊100％,當學年度系所招生特色說明,當學年度招生特色說明資訊網
110,私立,一般大學,1004,中原大學,04111013,會計學系,日間,學士班(含四技),161,0,161,4,100.00,會計人才是經濟建設的中堅，企業管理的要角，社會大眾之公證人，亦是政府課稅之參與者，與國家的經濟發展息息相關。中原大學會計學系設立30餘年來即以為我國培養一流會計專業人才，配合我國經濟發展需要為宗旨。 在中原大學全人教育理念下，本系將全人教育的精神融滲到會計專業教育中，課程設計奠基於本系教育目標，規劃統整具特色之課程架構，包括天人物我之通識課程、基礎學科、專業知能、四大領域學程及國際會計師事務所就業學程，希冀培育重視企業倫理的全方位會計專業人才。其次，本系師資結構堅強，現有專任教師17位，每位專任教師均能依其學術專長開設教授課程，提供學子們學識豐碩且多元發展之學習環境。本系為深耕教學卓越計畫之願景，除已有四位教師榮膺全校教學特優獎項之殊榮外，並已著實對會計專業核心課程推動統一課綱、統一教材，統一進度、統一命題之教學品保模式，追求學習品質一致化的目標。,https://ac.cycu.edu.tw/
110,私立,一般大學,1004,中原大學,04121019,財務金融學系,日間,學士班(含四技),106,0,106,0,100.00,面對嶄新金融科技(Fintech)的時代，多元金融商品的創新和資金的籌措等，需精確掌握各項資訊進行分析與投資決策。本系將落實資訊化、國際化與實務性教學，強調財務金融理論與實務並重之專業人才，並重視學生宏觀國際視野與競爭力的提昇，為學生日後就業或升學提供多元的選擇與發展機會。掌握趨勢脈動，引領財金潮流，加入中原財金，是你最佳的選擇。,https://fa.cycu.edu.tw/
110,私立,一般大學,1004,中原大學,04131014,企業管理學系,日間,學士班(含四技),198,0,198,22,100.00,企管系創立於1967年，至今已有50多年的歷史，大學部教學特色如下： ◆大學部即進行專業分組，全力培育服務業管理、高科技業管理及工商管理等專業管理人才。 ◆服務業管理組是將管理知能應用於服務業情境的專業領域。由於現今競爭環境下服務重要性提升，本組課程設計符合對服務業及製造業之服務部門具工作興趣的學生。目標在於為服務產業相關領域培養更多專業經理人。 ◆高科技管理組是將管理與科技進行整合的領域，本組課程設計用以培育高科技產業之技術/行銷管理者以及創投之產業分析師。目標在於為高科技產業培養更多專業經理人。 ◆工商管理組在於培育學生具有管理與領導知能，以成為具領導潛力之專業經理人。本組整合企管管理各項功能(行銷管理、財務管理、人力資源管理、資訊管理、生產作業管理與科技管理)，強調團隊合作，目標在於培養全球市場中之專業經理人與企業領導者。,https://ba.cycu.edu.tw
110,私立,一般大學,1004,中原大學,04141018,國際經營與貿易學系,日間,學士班(含四技),101,0,101,21,100.00,國貿系成立於1976年，是中原商學院第二個成立的系，本系致力於培養「具有國際觀，能解析國際經貿情勢，熟諳國際經營與管理，並具有環境觀之優秀經貿管理人才。」 本系的專業課程分流為國際經貿與實務、經濟計量與預測、國際金融與財務、國際經營與管理四個學程，除了專業課程之外，本系四年皆有英文相關課程，更開設商用日文及西班牙文課程，培養第二外語專長。本系學生有許多出國交換的機會。畢業可從事工作包含國際企業經營經理人、貿易及物流人員、金融保險業、財務與採購、行銷企劃、財金相關公務員、關務人員等。,https://www.ib.cycu.edu.tw/highschool.php
110,私立,一般大學,1004,中原大學,04191017,國際商學學士學位學程,日間,學士班(含四技),0,0,0,15,100.00,The International Undergraduate Program in Business And Management (IUBM) is an all-English international program in CYCU College of Business (COB). CYCU COB was accredited by the Association to Advance Collegiate Schools of Business (AACSB)in 2015 and maintain accreditation in 2021. CYCU COB is among the top 5% of business schools in the world receiving accreditation.,https://iubm.cycu.edu.tw/en/
110,私立,一般大學,1004,中原大學,04191057,中原大學與美國天普大學商學管理雙學士學位學程,日間,學士班(含四技),18,0,18,1,100.00,為因應全球化發展、科技快速變遷之趨勢，本學程積極培養學生跨文化溝通、全球化競爭能力，培養具獨立性的全球型專業人才。所有課程皆為全英語授課，大一、二階段提升其跨文化溝通與基礎商管能力，大三、大四階段學生至海外學習後，透過該校專業及通識課程與兼具語言與商學管理實務之訓練，培養學生之國際商業能力，打造國際職場上的競爭力。,https://tdpba.cycu.edu.tw/
110,私立,一般大學,1004,中原大學,04212021,財經法律學系,日間,學士班(含四技),107,0,106,2,99.08,財法系是全國最早設立之財經法律學系 1教育目標與特色：配合本校全人教育目標，培養法律及財經法律人才；發展經貿法律、科技法律及司法實務專業學程；透過法學外文課程，奠定學生專業外語能力，推動國際化；重視法律倫理教育，養成法律專業與法律倫理兼備之法律人；強化法律實作課程，結合理論與實務，並培養社會關懷理念 2課程規劃：修業五年，授予法律學學士學位。第一至第三學年為基礎法律與基礎財經課程，第四、五學年重點於經貿法律、科技法律及司法實務三組專業財經法學程 3實習與服務機會：執行教育部中小學及社區法治教育計畫，與桃園市政府法務局、桃園地方法院(含中壢院區)、法律扶助基金會、法律事務所等單位合作，學生得至各單位實習 4升學主要為國內外研究所。畢業生參加律師高考、司法特考或公務人員等國家考試，亦可從事企業法務，系友遍及各大銀行、保險、證券商等金融機構，或高科技公司、貿易公司、稅務機關、律師或會計師事務所等,https://fel.cycu.edu.tw/
110,私立,一般大學,1004,中原大學,05121022,生物科技學系,日間,學士班(含四技),99,0,97,2,98.02,生物科技學系(生命奧秘的探索者):  本系課程規劃分為生醫科技與保健科技二大方向。民國96年新建之9層樓「生物科技館」落成，面積二千六百多坪，空間寬闊，有大學部專屬的普通生物學實驗室、生物化學實驗室及先進的核心儀器實驗室。特色：嚴格要求基本學科訓練，以應付多變的科技產業，與馬偕醫院、彰化基督教醫院及生達製藥公司等多家產業進行產學合作研究；設有生技保健食品跨領域學分學程及葡萄王就業學程，提供多樣性課程及多元化學程。出路：學術研究、生物科技研發和生產人才、生技保健食品之研發和生產人才。,https://bioscience.cycu.edu.tw/
110,私立,一般大學,1004,中原大學,05311023,化學系,日間,學士班(含四技),109,0,108,0,99.08,本系成立於民國44年，並於民國88年分成化學組及材料化學組。在教學上有四大特色，1.基礎化學與應用化學課程並重，2.基礎化學實驗課程設計之連年改進，3.大學部跨領域學程課程設計，4.大學部專題研究課程必選。最終目的，乃培養學生具有自修、做實驗及解決問題能力。本系有4位講師，專職教授大學部相關實驗課程，著重實驗教學的品質及安全。再者，本系並設有奈米科技跨領域學程。本系也設有數多項獎助學金(請見化學系網頁)，以獎勵課業、專題研究優秀及補助經濟拮据的同學。  本系畢業生，繼續往研究所進修比例逐年成長，就業管道相當廣泛，就業性質相當多樣性(請見化學系網頁)。另外，由於本系訓練學生具備敬業精神、充實的基本化學專業知識、團隊合作的能力及熱心服務的態度。所以，本系畢業生，在就業市場非常夯，深受業主的歡迎。,https://chemistry.cycu.edu.tw/
110,私立,一般大學,1004,中原大學,05331024,物理學系,日間,學士班(含四技),99,0,109,2,100.00,"物理學系為本校最早成立的四個學系之一。師資專長與研究領域可概分為理論物理、材料科學與光電科學，共計20名教師皆具博士學位，多數有科技部等機構的研究計畫案。 本系將重點放在理論物理、材料科學及光電科學，除必修之物理核心課程(普通物理、普通化學、微積分、力學、電磁學與量子物理)外，為使畢業學生之專長與特色將更明確，兩組分別開設具特色的組選修課程，物理組同學更著重在物理原理的探討與養成訓練，以期符合學術研究與產業研發的計算分析人才需求。光電與材料科學組同學則兼顧光電科學與材料科學的專長與實驗物理訓練，以期對未來的科學相關產業做出貢獻。 由於國內近年來半導體及光電產業之蓬勃發展，本系大部分畢業生均能找到合適的工作，一展所長。根據『104人力銀行升學就業地圖』，本校自然科學系畢業生50%的薪資大於50,000元，研究所畢業生，50%的薪資大於60,000元，在國內相關系所名列前茅。",https://phys.cycu.edu.tw/
110,私立,一般大學,1004,中原大學,05411027,應用數學系,日間,學士班(含四技),99,0,99,3,100.00,本系成立於民國51年，於民國84年成立了博士班。自91學年度起本系(所)更名為應用數學系(所)，研究所分為數學及應用數學、統計理論及應用，以及資訊科學組，招收對象為資訊相關領域之學生 ，研究領域包括分析、代數計算、離散數學、統計、模糊理論與應用及資訊等。並於95學年成立碩士在職專班，提供目前任教於公私立各級學校教職員、從事數學等相關研究領域工作者在職進修與專業成長之機會。中原應數的畢業生可朝初、中、高等數學教育教師、品保專業人員、測試工程師、金融及保險服務人員、資訊支援與服務、數位內容與傳播與軟體開發、電子商務技術人員及程式設計多面向發展。本系研究所設有【穆椿榮博士獎學金】每名每學期補助高達三萬元，另大學部也提供多項獎學金多達30個名額。,https://mathwww.cycu.edu.tw/
110,私立,一般大學,1004,中原大學,06121060,中原大學美國威大密爾瓦基分校電機與資訊工程雙學士學位學程,日間,學士班(含四技),18,0,18,0,100.00,1. 本學程設置宗旨為提升學生跨國學習機會、打造全球型專業人才，學生透過2+2學程至海外學習專業及通識課程與兼具語言與電資相關課程之訓練，培養學生之國際視野工程能力，增進跨文化思維，成為與國際接軌且具獨立性的全球型專業人才。 2. 大一大二於中原大學電資學院專班就讀，課程除了培養基礎電資專業能力外，增加全英語密集課程、暑期全英語營隊、國際菁英人才課程、托福加強班，大三大四至美國威斯康辛大學密爾瓦基分校工學院就讀，課程安排專業學程與電資工程實務之訓練，可獲得威斯康辛大學密爾瓦基分校提供的實習機會，兩校課程相互鏈結、相輔相成，以落實多元文化之養成。 3. 四年即可獲得中原大學與美國大學雙學士學位文憑，同時僅需兩年赴美國學習，可節省花費。,https://eece.cycu.edu.tw/
110,私立,一般大學,1004,中原大學,06131028,資訊管理學系,日間,學士班(含四技),106,0,117,9,100.00,本系定位為培養學生成為企業界「基礎至中階的資管人才」，因此著重於「基礎能力」的養成，其次為「應用能力」、「創意及創業能力」與「整合能力」。專業課程設計分為三大主流，分別為「資訊系統開發」、「商業智慧」與「電子商務」，訓練同學建立專屬的技術能力，並於課程中融入「服務學習」與「翻轉教學」的精神，活化教與學的活動。具體特色包括：融入服務學習精神、強化基礎技術能力、奠定同學「畢業即就業」的能力。畢業生就業方向，包括軟體開發及程式設計、大數據分析、資安管理顧問、資訊支援與服務、數位內容與傳播、電子商務、創意與智慧行銷等資管相關領域。,https://im.cycu.edu.tw/
110,私立,一般大學,1004,中原大學,07111037,化學工程學系,日間,學士班(含四技),161,0,176,1,100.00,中原大學化工系成立於民國44年，為中原創校四系之一。多年來我們開創了耀眼的研究天空與優良的學習環境，孕育出無數的傑出人才。本系擁有豐富的研究設備及國際級的薄膜科技研發中心與循環經濟研究中心，系上教授屢獲教育部學術獎、科技部傑出研究獎、吳大猶紀念獎、國際傑出發明家終身成就獎等。研究領域包含薄膜技術、生醫材料、生化工程、分離技術、高分子材料、程序控制、電漿技術、電子材料、超重力技術、奈米材料、能源光電材料等。於每年世界大學科研論文評比，均在全國化工學門排名名列前茅，研究計畫均獲政府高額經費補助，並積極與國外院士級學者合作研究，與產業鏈結緊密。化工所學，由分子設計到系統工程，由技術突破到經濟評估，就業領域廣泛，從傳統產業至科技產業，具有多元的發展空間。中原化工的畢業生，在學校可受到完整而堅實的教育訓練，在畢業後又有廣大系、校友的提攜，未來發展之前景將無可限量的。,http://che.cycu.edu.tw/
110,私立,一般大學,1004,中原大學,07121042,環境工程學系,日間,學士班(含四技),53,0,53,0,100.00,環境工程學系(跨領域的科技尖兵)1.教育目標：培養具備環境工程專業知識的人才；培訓具備實事求是態度、跨領域學習能力及團隊合作精神的科技人才；培育具備專業技能及國際視野的世界公民。2.教育特色：本系為跨領域整合學習之學系，以紮實的基礎科學訓練，引導學生獨立思考與創新思維，強化產業實務訓練，拓展學生國際視野。3.課程規劃：本系規劃有土水整治、循環經濟、環境實務、環安衛、環境教育、環境監測、氣候變遷等七大就業學程，以整合技術應用於環境污染問題之整治與預防，並努力朝向新能源之開發與管理等領域發展。4.榮譽：本系畢業生報考研究所、環境工程技師、高普考及國營事業考試佳音頻傳。5.就業出路：學術研究、公民營機關及企業、高科技產業、個人事務所及顧問/工程公司，學生就業選擇性高，待業期短。,http://bee.cycu.edu.tw
110,私立,一般大學,1004,中原大學,07141029,電機工程學系,日間,學士班(含四技),114,0,125,1,100.00,本系大學部成立於1972年，其特色在於力求理論與實務並重，培養學生獨立思考、主動創新、解決問題、追求知識與真理以及系統整合之能力，並養成團隊合作、敬業樂群之精神，發揮愛人與自愛，以奠定終生學習之基礎，來面對挑戰、開創前程。  ◎本系發展方向：包含電力能源、智慧控制、網路通訊、電力電子與人工智慧；課程設計兼具理論與實務並結合新科技開設人工智慧、機器人、綠色電力、物聯網、智慧製造、網路通訊與智慧電網等新創課程。  ◎本系每年與日本關西大學、菲律賓、印尼多所大學互動頻繁，每年均有近百位師生移地教學活動，另外本校提供赴海外交換生機會，畢業生具備學術、實務與語言能力，為遠見雜誌評比企業最愛校系，就業率為私立綜合大學第一名。,http://www.ee.cycu.edu.tw/
110,私立,一般大學,1004,中原大學,07141030,電子工程學系,日間,學士班(含四技),146,0,160,1,100.00,中原電子系成立於1966年，系友遍佈海內外，教學與研究成果廣受國際肯定。本系課程涵蓋電子電機各領域之基礎知識，強調理論與實務配合及學生動手之實作能力。本系亦重視學生溝通技巧與團隊精神，善用學校多元學習環境提升學生國際視野，以達電子電機通才教育之養成，為學生後續於產業或學界發展打下厚實基礎。,https://el.cycu.edu.tw
110,私立,一般大學,1004,中原大學,07141031,資訊工程學系,日間,學士班(含四技),109,0,120,7,100.00,資訊工程是智慧生活的推手，本系的學習規劃採理論與實作並重，由基本課程到各項軟體、 硬體必修課程除專業知識學習外，對於實際動手實作的嚴格要求，使學生具備紮實的基礎，豐富的專業選修課程包含網路、軟體、硬體、多媒體及智慧型運算各大領域，使學生的學習與不斷創新的資訊科技發展同步，並經由專題實作的過程，養成學生由問題發掘、自主學習、系統設計、軟硬體開發、整合與報告的能力。活力充沛的系學生會，提供多元的活動協助學生發展領導組織、團隊合作…等職場軟實力。與國際及國內重量級企業合作就業學程，有多樣化產業實習機會，加強學生國際溝通能力發展，與國外姐妹校互動密切，配合多元國際交流機會，學生將成為產業界最受歡迎兼具即戰力及前瞻力的全方位人才。,https://wp.cycu.edu.tw/ice/
110,私立,一般大學,1004,中原大學,07141033,電機資訊學院學士班,日間,學士班(含四技),39,0,43,0,100.00,【教育目標】教育學生應用數學、科學、工程及管理的原則，解決電資工程問題，培養學生具備專業能力，並涵養具備規劃生涯目標之能力，孕育具備跨領域與國際觀之科技人才。【教育特色】為因應科技發展，以學程制方式修習，故本班特色有(1)適才適性，多元選擇(2)跨領域修習，全方位人才(3)學習導航，菁英輔導(4)多元專業發展，多元就業選擇。【課程規劃】規劃11個學程，提供多元跨領域學習環境，學生可依自身興趣選擇三個學程。為使同學充份了解各學程之內涵及未來發展潛力，特安排電資專業導論課程，邀請大師級學者專家演講，以培育本班同學成為科技之中堅。【榮譽】參考網址https://bseecs.cycu.edu.tw/【出路】國內外電機、電子、資訊及工業工程相關研究所、企業。,https://bseecs.cycu.edu.tw/
110,私立,一般大學,1004,中原大學,07151034,機械工程學系,日間,學士班(含四技),161,0,177,3,100.00,▓系所特色 本系設立於1964年，學風自由，研究風氣及產學合作鼎盛，我們擁有大學部、碩士班及博士班完整學制。本系曾獲1111人力銀行調查，企業愛用畢業生前三名，並獲Cheers雜誌最佳機械研究所排名私校第一名。學術研究表現優異，論文發表、研究計畫及產學合作均在全國排序中名列前茅，發明、專利、技術轉移成果豐碩。 ▓教學特色 致力於精密機械與自動化相關原理與實務的傳授，配合產業進步及多元化、國際化潮流，課程與授課內容不斷更新，予學生能充分學習當今與未來機械相關產業所需的知識技能。課程設計核心涵蓋專精課程及實作能力養成二大方向；專精課程上規劃五大學程課程：固力與機設、量測與機電控制、材料與製造、熱流與能源、模具與成型，導入產業分流介紹及輔導，再搭配業師專業講座，使學生在修習學程過程獲得紮實的訓練。在實作能力養成方面，將總結性課程學習模式導入相關實作課程，藉由實作培養學生解決實務問題的能力。,http://www.me.cycu.edu.tw/
110,私立,一般大學,1004,中原大學,07191041,工業與系統工程學系,日間,學士班(含四技),144,0,157,0,100.00,1.全國唯一設於電資學院下的工業系：以培育電機資訊產業高科技工程管理人才為導向，強調對於電子工程、資訊科技與工程科技管理全面知識領域的培養。2.產業參觀與實習：每學期安排企業參觀，畢業前須完成6次企業參觀；三年級暑期到企業實習六至八週，學生亦可選擇赴海外實習，進而培養國際觀。大四開設總結性課程，提供學生統整、深化四年所學的整合性經驗，使學習穩固，並藉此訓練學生書寫報告及上台報告的能力。3.本系課程設計規劃與產業相關的課程，「工廠參觀」、「產業實習」、「專題實作」、「學科競賽」、「實習報告競賽」、「工業工程實務」、「總結性課程」、「就業或跨領域學程」等以實務為導向之課程，培養職場所需之專業能力及軟實力，並結合產業實習體制與職場體驗，提升學生就業競爭力4.雙聯學位及交換生：同學可至國外知名大學進行學碩雙聯及交換。5.豐富獎學金：提供ISE傑出服務、專業學科優異、工業系專精書卷獎及清寒獎學金等。,https://ise.cycu.edu.tw/
110,私立,一般大學,1004,中原大學,07193043,生物醫學工程學系,日間,學士班(含四技),106,0,105,0,99.06,▓系所特色: 生物醫學工程是融合生物醫學及工程科學之跨領域整合性科技，為國際公認最具發展潛力的行業，也是我國5+2產業重點項目。本系成立於1972年，是台灣首創的醫學工程學系，也是全國第一所通過IEET認證之學系。目的在培育兼具工程及生物醫學跨領域知識與實作經驗之醫學工程師。本系提供洪炳南教授獎學金，鼓勵學生參與課外活動，落實本校全人教育之理念。 ▓教學特色: 大學部課程著重在工程設計以及實驗訓練。透過專題研究，促進學生獨立學習、分組、與團隊整合的觀念。並提供醫院與醫療器材產業實習機會，讓學生提早為就業做準備。 ▓畢業出路: 本系已有近五千位系友，系友成立的企業優先聘僱本系畢業生。大學部畢業生除了在國內外研究所深造，也具有多面向的工作選擇。除了在醫院擔任臨床工程師或醫療設備技師，也在醫療器材產業擔任研發、製造、維修及行銷工作，或從事醫療器材認證、智慧財產權等相關工作。,https://be.cycu.edu.tw/
110,私立,一般大學,1004,中原大學,07311046,建築學系,日間,學士班(含四技),53,0,53,1,100.00,1.教育目標：創於1960年，為全國第1所五年制建築學系，授于「建築學士學位」。教育目標是培育「兼具改革理想、創新思維、整合能力的國際化建築專業人才」。2.教育特色：以「永續發展」為主軸，串連各專業領域。結合專任教師與業界教師，提供「理論」與「實務」兼具、「學用合一」的訓練。建築設計課採小班制分組教學，著重師生一對一的師徒制訓練。每年提供赴國外大學交換生名額。3.課程規劃：課程包括「建築設計」、「都市環境」、「科學技術」、「歷史理論」、「專業通識」等5大領域，1-3年級為專業基礎訓練，4-5年級為專業發展研習，畢業前必須完成兩階段的業界實習。4.榮譽：在校生與系友作品得獎無數。系友橫跨產官學界，表現傑出。畢業生務實態度與專業能力受到業界極大肯定。多次被媒體評選為國內建築名校。5.就業出路：建築師、室內設計師、結構技師、景觀設計師、建設公司、營造廠、土地開發、顧問公司、公務員、學術研究。,https://arch.cycu.edu.tw:8081/
110,私立,一般大學,1004,中原大學,07312059,地景建築學系,日間,學士班(含四技),53,0,53,4,100.00,中原大學地景建築學系大學部致力培育珍惜、尊重和公平對待生命、文化與環境的地景建築人；培育能獨立思考、具批判性與創造力，具有永續共生規劃設計專業知能和倫理，願為創造各種生命都能永續共生之美好環境付出心力、關懷本土環境的地景建築專業者。 本系的特色是：參與式的生態規劃設計，專業學習領域涵蓋「環境營造」、「共生生態」及「文化地景」，並以「基礎學養」為基礎，以「設計規劃」作整合，帶領學生以「參與式生態規劃設計」營造「永續共生環境」的過程與知能。 本系的課程規劃與教學方法強調：「全人」的設計教學，主張透過「在地實踐」的「服務學習」與「真實體驗」，讓學生與人和環境互動溝通而更有同理心的關懷本土環境。,http://cycula2004.wix.com/cycula
110,私立,一般大學,1004,中原大學,07321035,土木工程學系,日間,學士班(含四技),150,0,149,3,99.35,中原土木創系65年，系友遍佈產官學界，為全國第一所通過IEET「工程及科技教育認證」之土木系。本系擁有1700坪之獨立系館，完善之實驗設備，如水力工程、結構、及土壤力學等實驗室，另設有工程材料試驗室、測量儀器室。現有專任教師17位，並聘多位業界學養俱豐之資深工程師為兼任教師，課程著重分析設計、工程實務及管理、及理論與實務併用。自71學年度起招收碩士生，自85學年度起招收博士生。本系畢業生就業機會廣泛，可從事經濟、國防建設行列，諸如核能電廠、鐵路、公路、港灣、房屋建築、治河防洪工程等，甚或從事航空、造船、汽車等結構分析設計工作，國內公私企業如中科院、台電、台肥、中油、榮工處、中華工程、中鼎顧問、台灣世曦工程顧問、中興工程顧問等工程公司、各縣市政府建管、環保局、工務局以及各私人建築事務所、營造廠均需大量土木、水利及運輸專業人才，出國進修機會亦大。歡迎有志從事土木工程的同學，踴躍加入我們的行列。,https://ce.cycu.edu.tw/student/
110,私立,一般大學,1004,中原大學,99999061,全校外籍生大一不分系學士學位學程,日間,學士班(含四技),0,0,0,31,100.00,人文與教育學院特別開設的全校外籍生大一不分系學士學位學程，招收國際學生進入本校修讀學士學位： 其中大一整年以「提升華語能力及全人化通識教育」為課程核心。 適應台灣生活的同時，並能緊密銜接本校專業課程，經過適性專業探索後，大二分流至本校各之專業修習。 透過本學程特別規劃之課程路徑，學生四年內可完成學士學位，得以快速提升華語能力，並在四年一貫的人才培養徑路下培養專業素養，提升未來之競爭力，成為全球化發展所需之專業人才。,https://wp.cycu.edu.tw/fs/
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01116092,教育科技學系,日間,學士班(含四技),110,0,109,1,99.10,本系學士班是國內第一所教育科技學系，以培育各級學校與企業界數位學習、遠距教材製作及人力資源發展專業人才為目標。本系之特色著重於理論與實務並重，透過AI學習科技、虛擬實境學習、創意思考、畢業專題與企業實習等實務應用課程，強化學生就業及實務運用能力。教學結合數位科技與傳播媒體的實務應用，研究著重於數位學習領域，拓展國際交流機會，開發產學合作。    本系提供多元的課程領域規劃，結合專業課程、通識課程，及跨領域課程，與本校企業管理學系開設「企業訓練與數位學習學分學程」、提供開發第二專長之選修空間。畢業出路:擔任企業數位學習教材與媒體製作、企業數位學習規劃與執行、企業人力資源發展、以及各類教育與訓練機構講師之工作。,http://www.et.tku.edu.tw/
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01199108,教育與未來設計學系,日間,學士班(含四技),45,0,45,0,100.00,本系目的在培養具有前瞻未來思考、設計思考、教育方案設計與管理、學習設計，與社會設計專業能力的人才。學系的主要特色包含1)專任教師帶導之群組小班制之專題與實作，2)多元的跨國移動學習機會，3)豐富的策略聯盟夥伴與實習。課程設計以構思／設計／實施／操作的CDIO架構，規劃理論與方法的基礎課程、專業核心課程，及提供從大一延伸到大四的「專題與實作」課程。選修課程聚焦「溝通表達」、「設計企劃」，與「學習培力」三大就業力。未來出路可以從事課程設計師、教學設計人員、使用者體驗UX研究人員、設計研究員、社會調查師、策展企劃人員、教育行政人員、人力資源教育訓練人員、媒體公關宣傳人員、文創產業行銷文案企劃員等。,http://www.edfd.tku.edu.tw/
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02221078,歷史學系,日間,學士班(含四技),113,1,111,11,99.19,"本系學士班以培育史學研究之專才與富涵博雅文史教養之通才，乃成為學系的首要發展目標。為因應社會多元化、資訊化、與國際化趨勢，學系透過課程設計之革新，追求卓越教學之效益，持續深化學術研究與恢弘人文價值，俾使學系畢業之學生能發揮所學，成就自己，貢獻社會。課程特色如下:  1.台灣史:透過田野調查與史考,訓練地方文史資料之運用能力。  2.中國史:透過史料的閱讀與分析,增進獨立思考與歷史解釋的表達能力。  3.區域社會史:透過跨領域學習,強化學際間的交流與互動。  4.史學應用:透過專業知能學習服務課程,結合理論與實務,活用專業知識。",http://www.history.tku.edu.tw/
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311081,俄國語文學系,日間,學士班(含四技),60,0,60,1,100.00,本系旨在培育具有獨立分析、國際觀及跨文化溝通能力之俄語人才。學系特色包括：  一、教學採高年級全俄語授課、高年級能力分組教學、高年級會話課實施與俄國遠距連線對談和俄語檢定輔導等方式，扎實學生聽、說、讀、寫、譯能力，畢業生通過俄語檢定畢業門檻比率高達90%。  二、俄語多元學習與競賽活動，提升學生學習興趣和厚植學生參與事務的能力。  三、拓展學生國際經驗，推動具前瞻性的大二異地學習、大三出國留學和海外俄語華語教學等計畫，強調俄語之實地運用、訓練跨文化交流並培育學生國際化素養。  四、落實產學合一，推動學生校外、暑假海外實習計畫，培養學生實務經驗、拓展學習觸角，深耕就業競爭力。  五、重視學生輔導，提供學生課業、生活和未來職涯規劃等全面建議與協助；設置多項獎學金、工讀助學金和境外生獎學金。  六、本系提供境外生、原住民外加名額、特殊選才、運動績優甄審名額。,https://www.tfux.tku.edu.tw/russian/
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311082,日本語文學系,日間,學士班(含四技),180,0,179,41,99.55,本系基於淡江大學國際化、資訊化、未來化之校務發展藍圖，配合外語學院聽、說、讀、寫、譯之教育方針，培育符合社會需求之日語人才。   本系大力推動國際交流、首創國內大三學生出國留學、每年另有早稻田大學、青山學院大學、亞細亞大學、中央學院大學、駒澤大學、鹿兒島大學、長崎大學、國際教養大學、立命館亞洲太平洋大學等各提供數名之交換留學生員額供本校學生申請。另甄選成績優異學生赴日或國內進行短期或半年全時全職校外實習，並有寒暑期研修團，且導入創客及AI概念的日語學習環境，歡迎有志者加入。通過日本語能力試驗（JLPT）N1，始授予學士學位。,https://www.tfjx.tku.edu.tw/japanese/
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311084,西班牙語文學系,日間,學士班(含四技),116,0,114,3,98.32,本系成立於民國51年，為國內歷史最悠久的西班牙語文學系，每年除繁星推薦、申請入學、分發入學管道招收學生116名，另亦招收原住民、境外生。特色如下：  (1)培育雙向專長  透過課程與職場連結，培育具實務能力的西語專才。除基礎西語課程，並以職涯地圖概念，搭配學分學程與未來職場接軌，規劃翻譯、商務、旅遊、華語教學、文化等五大修課模組，讓學生適性發展。  (2)專業翻譯訓練  本系專業口譯教室設備完善，可供進行西語同步實境翻譯演練，強化學生西語口譯技巧及應變能力，提供學生優質西語環境。  (3)國際移動學習  每年甄選大三學生赴西班牙姊妹校研修一年，暑假期間安排學生至西班牙短期進修，同時進行國際暨兩岸姊妹校及歐盟Erasmu+交換生計畫，使學生有深造西語的契機。  (4)推動企業實習  實施國內、海外企業實習，透過實務印證所學專長，培養獨立思考、協調及溝通的能力，同時拓展國際視野。,http://www.tfsx.tku.edu.tw/spanish
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311085,德國語文學系,日間,學士班(含四技),58,0,56,1,96.61,一、本系特色(一)拓展國際視野：每年甄選大三學生赴德國科隆和波昂大學進修一年；甄選6名學生赴薩蘭大學進行異地學習一年。(二)安排語言交換：安排德國科隆和波昂大學德籍交換生進駐德語特區與學生交流。(三)提供多元輔導：學長姐課業輔導與各種生涯規畫與升學、就業講座。(四)增進藝文能力：每年舉辦戲劇公演、校園德語大賽，並參加全國德文系「萊茵盃」競賽。  二、課程規劃(一)畢業學分數：128學分，包含校共同必修26學分，系必修66學分，及系選修36學分（系選修至少20學分，系外自由選修16學分）。  (二)以語言、人文、實務及跨學科四個領域規劃課程：大一、大二著重基礎德語訓練，大三、大四培養專業進階德語與實務能力。  三、未來發展(一)就學：就讀與德文相關之國內研究所或留學德國。(二)就業：與外語相關的公職和各項職業，如：外交部、貿易公司、航空地勤等。(三)提供企業實習機會。,http://www.tfgx.tku.edu.tw/main.php
